Latitude,Longitude,Altitude,Speed,Direction,Accel_X,Accel_Y,Accel_Z
0.9867258601064895,0.170085118142755,0.7011827481144276,0.24312012894799936,0.31521082514969523,0.8790608988200026,0.23028415786629797,0.8730612919097862
0.8345052540839244,0.1736280977098863,0.6636017900799089,0.6767404333079157,0.09776622156396224,0.947420087546528,0.2424736682812248,0.00702534762521162
0.4457522230324091,0.029481594431809977,0.8613582070551805,0.16045625580578368,0.4292572165191587,0.3024226558010331,0.5446739230427032,0.37830336820683497
0.6899923522918338,0.8755462518931151,0.5712943992312186,0.7249241801898783,0.13728257926455914,0.7949040866372057,0.8415930350033065,0.34208918129875876
0.2008344863611608,0.2436401440251953,0.5936460962026688,0.3752362296842854,0.790027974553162,0.5809839549596386,0.5413899036555617,0.5150443817100682
0.9258213067779828,0.8792603442926155,0.9921231509550774,0.31689511596301895,0.12824078524088578,0.05861078355864385,0.04589414309009282,0.5023070046414397
0.047605217518170206,0.6592460168754237,0.6813833334252434,0.16138599105205187,0.7464295096522425,0.8252113022821248,0.13322642822730563,0.6458203755151569
0.009523145961924662,0.3803066622051015,0.40363732052364903,0.18303338317529566,0.2281110108715562,0.6160905522647586,0.7063709152383689,0.6379468798635585
0.7835255125810113,0.1772581018088612,0.24560042040473637,0.26135003798483886,0.1514067040181236,0.9948036530703475,0.24488154618367985,0.1273011693302708
0.9339949011844145,0.1042223643192583,0.31825109319965744,0.403838186397413,0.6062280366345126,0.8463073715784208,0.29712542597278124,0.6364266381643837
0.1584296064258625,0.19091621310648998,0.8017634371865862,0.5650366955936551,0.43157642275354996,0.2984723280342286,0.24379383026057866,0.7512513545876086
0.6385417494120255,0.08205705923161966,0.7145781282056547,0.3793925189240184,0.6804040441080395,0.6550206373733403,0.3556537019113787,0.06395054028990255
0.9906866050566607,0.2660505811281323,0.7541448576569878,0.13646526479280702,0.4869017902600292,0.8746374612746135,0.02918731641330724,0.37764366174028513
0.8953702373814917,0.8425510449564793,0.4220940875477713,0.5370576984860319,0.6122315529081809,0.901014300345752,0.8760004155255178,0.3613068470317623
0.4028885801695332,0.3313547915654269,0.1434036268509659,0.7259778003731138,0.7224448021603922,0.6658848705789381,0.9418110699292244,0.1915782921139048
0.8723080875760818,0.09119998481927899,0.7101202779487445,0.19437929907377735,0.7783484785135542,0.6232436159408512,0.341982144631163,0.4186761552363247
0.886288013098727,0.4584377384476735,0.6693560885931876,0.10924756073328673,0.6095756945394035,0.7616620046334768,0.1744664084119732,0.9986101613758198
0.8690343143071123,0.12797617815337076,0.14368319267913643,0.298236234028137,0.5020717860698451,0.10913990227205539,0.06540376113475782,0.4187377541395487
0.5455028952486047,0.5201836460687672,0.8976762521519374,0.9314669908750509,0.9687316637313484,0.9548159690425148,0.6520937534488855,0.252311526049458
0.3150456711121523,0.8818403328963184,0.9953477576284104,0.2176373688672074,0.12937042118849573,0.3964768083333167,0.5638453225864956,0.25431686243976315
0.2842215191438856,0.8632746430044642,0.20806704396126333,0.08972110847495125,0.4461547289634921,0.7225402021699293,0.826267184317055,0.7019515910255001
0.6608971813747175,0.8726058704123076,0.7354996324522709,0.6525087522657459,0.6304283347273235,0.5374042019166014,0.4655509570754438,0.2549954766042291
0.7733085347904578,0.47835629176748296,0.43204378826649414,0.022653890052594754,0.43709710879204083,0.4868182264271511,0.2927389973587833,0.1413751819387455
0.614518669805636,0.6495752143580282,0.5806724785178493,0.03071419460915129,0.0848596762277489,0.7016171080896445,0.358078999914648,0.6364367819541661
0.9986663103578363,0.7760852135454623,0.6095798552316493,0.13916842754755052,0.5575975336386969,0.5236893938400989,0.42921955693290825,0.01427347152936076
0.18626507382200086,0.3432281282828884,0.2428183880041794,0.7962046391223171,0.7960755414549875,0.5113625229674468,0.18176450998019394,0.3523696649402966
0.6835041667399849,0.803826519637723,0.10842316254290084,0.26140293038959983,0.3345579931086633,0.7898715903879309,0.23848460815130296,0.9859519470436815
0.6633755427469274,0.5963071831804316,0.7839303768776257,0.921180620375336,0.3327372720789583,0.2047557988078269,0.11041404206275462,0.7850281287895144
0.23295744727149303,0.0,0.4798952921614395,0.830408534489669,0.32961790692643667,0.49529414462178845,0.6868711380279132,0.40218398382121834
0.30770474675997284,0.5315594152551283,0.2833826746550276,0.04641918075013403,0.9805291080682152,0.6834855647285933,0.3488370981743275,0.8320993246651476
0.8773233261542449,0.4635421056548515,0.3679972357568054,0.6050923177875174,0.045217867974813475,0.3761426701029298,0.40269666302348495,0.057010052930662525
0.8545523643257961,0.41642517769079146,0.7386717573510883,0.0805562035866933,0.5043893452393678,0.2392735397863206,0.44865124125196587,0.7422381194387414
0.8989728495233362,0.9394124548578277,0.13580387027446703,0.8233844020956433,0.7670990100986308,0.8576741078950612,0.8115185140857126,0.4181122560374548
0.9956657957379026,0.10176924638355139,0.29952525635839755,0.6480350584309159,0.21307162358932544,0.19021952762265965,0.7719847155545145,0.8824084491005223
0.32944144555895744,0.8210389126007047,0.1814588799917889,0.9570839457143886,0.5196285907041995,0.27754920459686777,0.4987862839116113,0.840552385322684
0.5413221303916973,0.10144784458300016,0.8647917830023206,0.3589206936569548,0.18261240371596335,0.7124015601711753,0.7746186861133901,0.4859644800152933
0.3990335835984191,0.6799418408902306,0.49822224236820856,0.21383927619078305,0.0,0.05425779455954982,0.4537470820663549,0.7265119170949383
0.5551710624853192,0.04654258061580535,0.18250963495836717,0.6811055906638654,0.12161664504422434,0.45896967762581575,0.0808071152498504,0.36247389518805906
0.5995280494121287,0.1802755674624384,0.11937988371891578,0.3376738781526573,0.13723556231601122,0.1839983987533878,0.01348081333132467,0.26271196309693867
0.2358606126773657,0.17102606151707067,0.9271078284265943,0.2043649584716984,0.48765997921704485,0.2826715038907777,0.4394877383894523,0.05445698185964476
0.06028491155001958,0.16765382455376393,0.8658467022396013,0.49467319067518634,0.6610880126321756,0.7745963719750569,0.895849120972517,0.7944109090418663
0.15650095872257241,0.44256533664883296,0.8590511244235126,0.020732776388829307,0.953996484670207,0.27907859487136855,0.965542059062746,0.03671666745187713
0.5433176363742643,0.694806390366677,0.20014215623698312,0.8531089091610989,0.990098089051072,0.6280934772246969,0.3451671746317838,0.5748585835255419
0.5762317245556734,0.9337411872345204,0.1475479052661988,0.12412938414871352,0.6239372620982899,0.8567085332401239,0.402646138328861,0.8740272739016843
0.41883101550654395,0.621323125171909,0.3201856684255415,0.1890383808924041,0.5201990612294992,0.6850433007404355,0.846924873854982,0.6719407698604447
0.05112367076979296,0.5213236004581594,0.1747727028284631,0.4181127367738262,0.21589308916046923,0.47403187289931026,0.12221630778553522,0.2857439124794733
0.9850182153919251,1.0,0.5556440514254534,0.3849005388936623,0.17205758799620294,0.5202874252276102,0.6858953473333699,0.4477983180583125
0.6134192749862002,0.4130617240083247,0.4137315938582086,0.9912619401138365,0.6925054327109915,0.9703307475973391,0.7182023895174652,0.9101820748817466
0.3689579475461565,0.7249040079495748,0.350851455164396,0.6899785747483603,0.03428843118253169,0.5289488528534496,0.344240573288799,0.14457177173297914
0.9860524301986,0.9681000852358344,0.38521359000623284,0.2694646907916369,0.6374531919789314,0.7366785361557497,0.377165772690977,0.5221344515300744
0.00732359884536965,0.38798456182558205,0.8170631717658949,0.6304755024030251,0.8107418977171357,0.23553517548645236,0.7664003739526433,0.0026519039041885684
0.06274837322540894,0.6533612347259995,0.29526792103231986,0.41029969776954195,0.6378829843439563,0.919194982227673,0.25695102137693265,0.42181798776772017
0.691033164544153,0.6592065097724586,0.9909925678475116,0.9217142549096085,0.3119277630360392,0.37327145669824935,0.602176663788037,0.5464468513970195
0.31139163639844614,0.6571661329518952,0.23179340903840875,0.6176024975033939,0.140306222667446,0.1560862783780133,0.17723430654246164,0.07557489907796117
0.1207520602605276,0.8383819526886003,0.11276493658336714,0.7510076528435383,0.5650893799622468,0.8909023394938034,0.18924267414041462,0.599332013043598
0.878193238110563,0.1330456298180447,0.7571608432280009,0.5548204515885271,0.4569355959513994,0.2386476802853142,0.2039250706916882,0.3632054011549546
0.15402623963219686,0.5799252340763786,0.20753554223617857,0.24184528543271025,0.009161307242182042,0.670985251965862,0.2238198658063444,0.3132295726348089
0.7638295364154323,0.6815527640561088,0.6087034980667645,0.5210729442851728,0.8052722367863789,0.346945907794118,0.12154896635845586,0.6422716770774916
0.8836509676921065,0.0921440176523648,0.5285501911701241,0.1398989005320209,0.34783268123839606,0.8364383389599298,0.0339236980815516,0.19401956247525498
0.21170122847067663,0.4493682315051852,0.5022152848506761,0.6509902009093217,0.9400676843861319,0.5342776897983958,0.32356387375627504,0.09900957815931083
0.15672879303774545,0.07871419189238671,0.2842475227390939,0.19933600281663158,0.27415808755090687,0.02093700760817685,0.7418047359102474,0.6957837524698236
0.7862060898560819,0.18018011347919793,0.17511870628884876,0.21619996212681392,0.8883693691218074,0.4691414184208663,0.3310162312547533,0.0
0.15551387423094443,0.6157629198184873,0.8477337182761031,0.0024966726790589893,0.6068838814329052,0.3222596795983237,0.19946878232354204,0.9738593352236147
0.03366909540461177,0.8615048059149455,0.24658774976025236,0.9990545100403491,0.7606179422798609,0.22636880811192067,0.5201294211015913,0.025819596808697498
0.8839244871868541,0.9435134193063456,0.5340388025344871,0.14916328470777312,0.20377463966948114,0.2990566649099611,0.5794433053293593,0.24705773375769075
0.49031555085985806,0.31897700267134,0.9384867098690577,0.8600244819267645,0.9717541419050965,0.07195800637027094,0.34398570660775507,0.6923631378235959
0.3538738347509838,0.6654624501175319,0.020598018459512365,0.027306143479961128,0.3325390163500468,0.7284211206949152,0.7545099339530932,0.14116632311878613
